,index,iso,"('Index',)","('RF',)","('NuSVR',)","('GBR',)","('DTREE',)","('ADA_DTREE',)"
516,966,494.22124774588536,516,491.5247775576898,490.92559540030567,490.7549720054945,490.8529065750889,490.54061223132544
517,785,491.5250034858476,517,492.1593051169161,493.6878278600696,493.61068484110575,494.1280377438568,494.05272887608254
518,441,488.26113984822194,518,489.7286681721096,490.2298484830717,489.64197973144985,490.8529065750889,490.22169349230217
519,493,491.477819518841,519,490.3936054727001,490.2859312452488,489.5813864685056,489.71937187036673,489.7025812281281
520,462,493.9582427744904,520,491.13224671855374,490.2142890476677,492.0019023927096,490.8529065750889,490.4042039147072
521,1275,484.9386475839131,521,489.62501917619954,490.2329531692921,489.92495155973154,490.8529065750889,489.9019321876779
522,732,492.4582231594241,522,489.4087239713137,490.04706456922816,489.06248322168886,489.71937187036673,489.4640553295693
523,208,489.1680244353997,523,488.8840357125042,489.4507874624017,489.2962144502853,489.71937187036673,489.54311546155446
524,151,489.6213591326714,524,491.8598197486415,493.15446694493954,492.87537420244144,493.01795119742974,491.21207340719735
525,65,490.5208635283264,525,490.6287388787046,489.8003532814228,489.9992993571466,489.71937187036673,489.7762897065912
526,648,485.3236255680433,526,488.75657764348745,490.04480204322766,489.5983150388053,489.71937187036673,489.7038710453105
527,911,491.73667371777066,527,490.75968847479913,490.0946090244877,489.6161539929169,489.71937187036673,489.7025812281281
528,20,495.7734733388088,528,493.85109623204784,493.0201069483948,493.5366079176652,493.01795119742974,493.12778841960784
529,345,497.4014904275557,529,497.1421864732554,497.9605134866891,496.99834636912766,498.0533875145395,496.1672181943811
530,8,485.2542093555071,530,488.2521925328492,490.3373057790753,489.3344081875107,489.71937187036673,489.7762897065912
531,1112,492.65440567489287,531,490.43134318209286,490.43458023370687,489.1027458497392,489.71937187036673,490.05765720454445
532,1176,490.850913469114,532,490.2550984521637,489.6931390652572,489.9039144927397,489.71937187036673,490.05597841596807
533,1286,489.5651908304631,533,489.4154386585846,489.5624839990855,489.3679712935669,489.71937187036673,489.4640553295693
534,1364,500.0605036039604,534,496.6585670339257,495.4198615459066,497.2819485742058,494.1280377438568,496.1672181943811
535,781,489.5105620945128,535,489.5203652332961,489.3296236337976,488.9679019805433,489.71937187036673,489.5760056698518
536,950,494.969570340821,536,499.1967263482949,500.09917699028335,499.93085993503087,498.0533875145395,499.2553096412914
537,1054,487.20785364534777,537,489.5059503233185,490.2567394524104,489.932840844614,490.8529065750889,490.53423643112
538,786,497.2161541901575,538,494.3739821688342,494.324362791401,494.2888221688965,494.1280377438568,494.5437758916926
539,338,492.7573839951038,539,490.1822179907924,489.5412800071469,489.3679712935669,489.71937187036673,489.6001475345136
540,1316,494.7294140548083,540,495.1081147970452,494.6579576266532,494.5278784673037,495.1490258760933,494.9075268240631
541,1031,497.4056911840505,541,496.1255601859688,494.4891672474873,494.2964515580893,495.1490258760933,495.0207601525478
542,100,495.5646729786268,542,494.3230821615046,494.4099457325359,494.7401590216163,494.1280377438568,493.99159353976194
543,200,485.408957799348,543,487.67185094304426,489.2995906752395,487.8865486863936,489.71937187036673,488.41681361345934
544,1377,493.4659458104959,544,490.52321045779615,489.78762418136455,489.6101945319047,489.71937187036673,490.05597841596807
545,1017,484.3898995356648,545,488.4586586572103,489.62681119898514,488.59647272179774,489.71937187036673,489.4640553295693
546,450,498.46948889865627,546,493.8355024800579,492.6398942205287,492.9477974822058,493.01795119742974,493.6429874446678
547,517,492.982419664872,547,491.0252886830159,490.1083064771045,489.98678085129046,489.71937187036673,489.6001475345136
548,1327,488.1606423853734,548,489.2754096089095,490.2280144368564,489.2477823006889,489.71937187036673,489.6553447505154
549,315,485.1077276221772,549,488.3893975298605,490.0517420537315,489.1611570827391,489.71937187036673,489.5787597859317
550,195,494.7179484820952,550,493.36919604743946,493.02132533519455,491.9833466390393,493.01795119742974,491.7938958238749
551,663,491.02151160409926,551,490.43327804415,489.8904505413129,489.9699792626261,489.71937187036673,490.1137879625242
552,867,492.8596853737224,552,490.55626329754153,490.2105360815271,489.4027366414521,490.8529065750889,490.1137879625242
553,774,491.7936384616101,553,491.00612798978455,489.93490104445806,490.8200744583403,490.8529065750889,490.54061223132544
554,1149,496.2946722448861,554,491.0615477501501,490.05891580500565,490.1671778621948,489.71937187036673,489.9019321876779
555,610,490.0840079518719,555,491.411958721714,490.4053603578124,490.7987191829766,490.8529065750889,490.8851483957618
556,421,486.8193292374687,556,487.8585851407475,489.3722016133042,488.259101581102,489.71937187036673,489.2754899942265
557,907,493.2362603664003,557,491.2367896531349,489.85866249870594,491.1761193190406,489.71937187036673,489.7762897065912
558,1107,484.1438561599666,558,489.03377226247966,490.0706830587868,489.4588599468048,489.71937187036673,489.73201852891054
559,1161,502.76683200820383,559,501.26546181457394,499.8318629284342,500.6270371045363,500.726658035386,500.88472695691206
560,805,494.6727603717543,560,494.2790993193057,493.2769688055135,494.5048143097893,493.01795119742974,493.12778841960784
561,275,490.9480829007958,561,490.4907180562769,490.49631873915496,490.61402947286535,489.71937187036673,490.1327978446014
562,890,493.1539760545877,562,493.8101232924457,494.668964075702,493.4560168509838,494.1280377438568,494.38964648826817
563,948,493.3121520867397,563,495.9703833404307,497.8242520307016,495.1587672218365,498.0533875145395,497.1330381388158
564,1207,486.768764304976,564,491.22246638783673,492.9650466854739,491.5717043100687,493.01795119742974,491.6802157160066
565,724,490.367117702582,565,490.40592131600346,490.4440045594868,490.227254309122,490.8529065750889,490.666572564139
566,1181,490.9118838037604,566,490.0387695269487,490.3677147710887,489.3982883101243,489.71937187036673,489.5080665475899
567,938,492.3632040026436,567,490.841269742057,489.8362416816272,490.0642810582706,489.71937187036673,489.7038710453105
568,1347,489.631986717636,568,490.175095025519,490.0633778224072,490.4605471470403,489.71937187036673,489.9687149318097
569,340,501.5219461113069,569,500.7020004230012,499.9009528137371,501.1572318963349,500.726658035386,500.95133667485504
570,1219,491.1666482983032,570,490.758382269338,489.9456843824335,490.7631395898292,489.71937187036673,490.3739419376965
571,134,490.5836802733815,571,490.3158473754002,490.2947053243537,490.5756027597476,489.71937187036673,489.6001475345136
572,389,491.7171161807068,572,490.4320615060817,489.7230235462148,490.2391488421427,489.71937187036673,489.6001475345136
573,274,491.7406294690963,573,490.61063491798205,489.6717868218576,490.4673485601826,489.71937187036673,490.90148568702
574,1045,493.1711046186678,574,490.43921251103467,490.2155316079477,490.48562253676,489.71937187036673,489.9019321876779
575,1025,497.3194514985628,575,490.61971786880696,490.02758866290696,490.858047653191,489.71937187036673,490.666572564139
576,508,501.1806762620944,576,500.3334914367155,500.0539676745003,500.95003801290846,498.0533875145395,499.8351143507308
577,266,493.32027326265865,577,490.8168098065176,490.4807769493484,489.7578199936318,489.71937187036673,490.01937335939016
578,1238,494.7712806508637,578,499.650993667232,499.7475783974431,501.1678139944327,500.726658035386,499.8736383550794
579,869,494.58698284671976,579,495.1633526401851,494.1957406932479,494.94430279113095,495.1490258760933,494.64359651630303
580,293,492.94127477898,580,490.65526489725295,489.3983520698981,490.1744372861117,489.71937187036673,489.54311546155446
581,593,494.601157191072,581,490.65385452535577,490.3428846999331,490.5749138814577,489.71937187036673,489.5787597859317
582,1317,492.2298658035493,582,493.1384445245175,494.2218626229916,493.61068484110575,494.1280377438568,494.65816135027535
583,390,501.2726226291165,583,499.3516677531569,498.4349807258437,499.1070407422198,498.0533875145395,498.2596687670109
584,378,493.3423864017868,584,491.0787091313396,490.11183277524,491.0973231902977,489.71937187036673,489.7038710453105
585,707,491.81945672907045,585,490.5256745782953,490.38143505929565,490.3541078987416,489.71937187036673,489.7038710453105
586,15,488.2102451065318,586,489.2066113242618,490.3505214867544,489.6027633701331,490.8529065750889,490.54061223132544
587,762,491.27039627626914,587,494.0029587127245,494.6091703145963,494.7228193234148,495.1490258760933,494.6354007441863
588,2,487.37143827682695,588,489.6643644697964,490.2533944423022,491.1728933427327,490.8529065750889,490.7682884974639
589,1192,488.571338153696,589,489.8370110204344,490.2179759377558,490.44788509756734,489.71937187036673,489.77821250830334
590,371,490.958759120128,590,490.7461137907829,490.1989681057224,490.6892892216554,490.8529065750889,491.3929825385799
591,1281,486.0108734304232,591,489.225385065704,489.50070277422185,489.3679712935669,489.71937187036673,489.5760056698518
592,281,490.37634959188944,592,489.9931340414496,490.2507863903084,490.62167467390856,489.71937187036673,489.6553447505154
593,957,488.4249522594434,593,489.250697306439,490.2017474121983,490.4606019869148,489.71937187036673,489.54311546155446
594,443,490.5044868884026,594,490.7030970815328,490.1533966530743,491.2984546933511,489.71937187036673,490.05765720454445
595,155,491.7951431112624,595,490.616783917808,490.1193102103547,489.9396231123366,489.71937187036673,489.9019321876779
596,339,488.46331226621777,596,488.5850358179372,490.4836540339922,489.2502863453209,490.8529065750889,490.05886005550695
597,1126,493.2097769727429,597,491.49512105742986,490.4757519039124,491.5724885455908,490.8529065750889,490.8851483957618
598,848,496.796065621764,598,494.3504229486795,493.0507583874009,493.7397488817493,493.01795119742974,493.4753170386333
599,157,487.708459314321,599,489.1738844200931,490.01314499314026,489.7418984781117,489.71937187036673,490.0171358925457
600,658,496.2797418259701,600,495.2317266299769,496.01583403639097,495.98367679225686,495.1490258760933,494.64359651630303
601,1305,497.0242439790606,601,494.52735691168766,494.0627129454013,493.61068484110575,494.1280377438568,494.5437758916926
602,53,492.7441391756108,602,493.06468558317846,494.0853210057202,493.61068484110575,494.1280377438568,494.2978814880298
603,344,490.0965293970834,603,489.9588994377861,489.9020688584249,489.90551167611886,489.71937187036673,490.1137879625242
604,424,491.0140726818584,604,490.1763707602603,489.3403522837905,489.2962144502853,489.71937187036673,489.5760056698518
605,1046,498.3431519427001,605,496.9056080116997,497.8417138824013,495.33676722036927,498.0533875145395,498.19290365587386
606,1374,494.1727423530733,606,490.79252701608806,490.0892550350238,490.1560029521232,489.71937187036673,489.89742803836657
607,1336,492.0524720594114,607,492.77031867523885,494.1355511358291,492.9721172183589,494.1280377438568,494.5203999303995
608,547,499.6189279036116,608,500.5341794413638,499.936482429418,500.61551697934175,500.726658035386,500.5728581864663
609,98,501.7966679816944,609,498.4943868814813,497.46518385343234,497.7847329565906,498.0533875145395,498.48193900129775
610,162,489.3866440517134,610,489.2037940943973,490.4350368118872,489.66439827113146,489.71937187036673,489.7038710453105
611,877,509.0130091730216,611,500.9783753012484,497.7225503018975,501.4343589326895,498.0533875145395,504.22467186863474
612,180,494.69954740364193,612,490.9519379859866,489.6988295679523,490.2889659659919,489.71937187036673,489.9687149318097
613,319,488.83720786418985,613,491.8261730895499,493.9572772718884,492.8076023174538,493.01795119742974,493.0762868588888
614,1227,490.61033921127887,614,490.0760394142423,489.92214267651696,489.7452943549049,489.71937187036673,489.7025812281281
615,1372,492.263879849502,615,490.5635985606953,490.2426032536508,490.1550744071056,489.71937187036673,489.73201852891054
616,1129,495.41989926933337,616,494.54591992365,495.5569470288281,494.90007131332567,495.1490258760933,494.6354007441863
617,928,489.9944799868827,617,490.3072360820866,489.95982149747016,491.15360526472097,489.71937187036673,490.2538526910144
618,417,491.9782602570745,618,490.9354429206731,489.93958487993706,491.0951795466797,489.71937187036673,490.0171358925457
619,382,488.83690375630937,619,489.8479891030845,489.77864486919424,490.16643944429103,489.71937187036673,490.1257514639031
620,460,493.9230461249593,620,493.6012579351148,493.9122348843566,493.1267852084808,494.1280377438568,494.38964648826817
621,768,489.595102725396,621,492.638267421825,492.8507094447956,493.476631990779,493.01795119742974,493.5846233429327
622,1363,486.84463577210335,622,488.6578041959721,490.50966041081085,488.9533792082645,489.71937187036673,489.7025812281281
623,642,494.13144200564574,623,497.149470590101,497.829231367993,497.1610715111516,498.0533875145395,498.7155970114148
624,555,496.31852096171696,624,494.9565425555705,494.43070680726566,494.7228193234148,495.1490258760933,494.38964648826817
625,454,491.550487172256,625,495.4829950902786,497.77087879484696,494.52768933116414,498.0533875145395,496.7884872468652
626,296,504.6205976507608,626,501.0107034474538,500.03006051784575,501.8104661497715,500.726658035386,500.16646274363376
627,935,491.8124296296013,627,492.8977243017042,494.03286633618274,493.4290872109819,494.1280377438568,494.2978814880298
628,695,491.2398029922011,628,490.7273996315201,490.1428114248392,490.44298841630814,489.71937187036673,489.9019321876779
629,502,498.8975358271165,629,494.4058702118695,492.91191294493694,493.9045903058132,493.01795119742974,493.5500440648805
630,522,492.31540472450473,630,493.1179921065625,494.1681149698714,493.4560168509838,494.1280377438568,494.38964648826817
631,284,489.95643085031816,631,489.49708128449606,489.9260742818835,490.08893923731085,489.71937187036673,489.6001475345136
632,271,489.4567919572984,632,489.373855034028,490.09375925241534,489.9787113141711,489.71937187036673,489.8605849527895
633,690,483.8315749196351,633,488.5988249671885,489.635123847234,489.6675424158223,489.71937187036673,489.2754899942265
634,243,500.9571995628665,634,499.7666938176433,498.90346705707935,499.84593247649366,498.0533875145395,499.85121724546445
635,1080,501.0944423403218,635,500.6301723909916,499.4865978813565,500.9503201782723,500.726658035386,500.16646274363376
636,512,498.3477201919375,636,495.5396278342152,494.1327601269127,495.41790891740703,495.1490258760933,494.5404359606289
637,1029,489.1181592922413,637,489.6129056285181,490.2697962565968,490.0473524879709,489.71937187036673,490.1137879625242
638,1312,493.64810782569424,638,490.77652455652094,490.2730852212658,491.2828109612132,490.8529065750889,489.9687149318097
639,388,490.34834221291817,639,492.5705741261781,493.17080003354056,493.5275087358647,495.1490258760933,493.5466122632432
640,1178,489.25188011637584,640,489.6688524704219,490.32691627059256,490.0029759957075,489.71937187036673,489.73201852891054
641,1116,487.57843652055743,641,491.956749331811,493.1854162836761,493.1267852084808,494.1280377438568,493.4092089371678
642,408,490.8203114724385,642,489.60282782327886,489.7673950068095,489.6675424158223,489.71937187036673,489.438254836889
643,38,491.95045433587455,643,491.2488748626684,490.5845828293026,490.6585810173454,490.8529065750889,491.2044107251574
644,265,487.7146049435189,644,488.8670923090065,490.65727029642,489.25900388834657,489.71937187036673,489.7551206418717
645,932,492.5154690124388,645,494.25818768543473,494.7352280091926,493.605852972055,495.1490258760933,494.64359651630303
646,678,491.0427985644865,646,493.38562799164254,494.2025557539541,494.5911241713976,494.1280377438568,494.47976125285095
647,689,484.8366674558701,647,492.1488428150528,493.8726325787247,492.5678816300622,493.01795119742974,491.6802157160066
648,70,489.3690755667097,648,489.6057224734668,490.0762402160035,489.83687543483046,489.71937187036673,489.6553447505154
649,519,493.46788779448895,649,491.05115828320106,490.0064397476556,490.7111340790556,489.71937187036673,489.6332081618688
650,1079,491.6639489784804,650,492.7980071590471,493.2235876345196,494.1143057919648,495.1490258760933,493.6052440900437
651,715,491.0718235520739,651,490.33569079911615,489.95831887425607,489.95885508334106,489.71937187036673,489.7762897065912
652,237,497.4542484953245,652,495.13381258765054,495.2340315463952,494.10722453877264,494.1280377438568,494.7134734190426
653,406,503.58882238307024,653,499.8820210518854,497.8964940688711,499.20197832366057,498.0533875145395,500.34151503849
654,183,494.50967517163735,654,493.9785245969187,494.7571363850952,494.13415417877457,494.1280377438568,494.5203999303995
655,922,495.618300107061,655,491.7082568285479,490.31767941135337,491.9399595517232,489.71937187036673,490.1327978446014
656,1109,491.23917573608304,656,490.2955865255215,489.768198669884,488.92483209851696,489.71937187036673,489.6001475345136
657,718,487.7996025501471,657,488.7352111387042,490.12247653289313,489.8269005424697,489.71937187036673,490.05597841596807
658,596,493.01671870350896,658,491.12530267361865,490.0225294155612,491.0192548048459,490.8529065750889,490.3847964730555
659,553,504.1743393331055,659,500.67640402654814,500.2562394496085,499.40384440436713,498.0533875145395,499.8475973298846
660,800,503.3502004309133,660,500.0884436162483,499.82490488786266,500.6351987385947,500.726658035386,499.8632985751778
661,947,491.8023491218946,661,490.6648326921411,490.00671616802975,490.8958624730071,489.71937187036673,489.8605849527895
662,1047,490.3435311396876,662,495.04868203721657,497.6271231948003,496.6550637409074,498.0533875145395,493.64157875190295
663,1078,489.9380335275469,663,489.0323618222885,489.5586276389979,490.49010379468086,489.71937187036673,489.7025812281281
664,1186,496.7215605464675,664,498.6462923711596,499.9724849046148,500.1100479951599,498.0533875145395,499.85121724546445
665,219,489.7300396673973,665,489.6026231924745,489.9211536197639,490.1072560662051,489.71937187036673,489.7551206418717
666,429,486.3937655815024,666,489.3663684252318,489.8811583980793,489.9090782231349,489.71937187036673,490.05765720454445
667,831,489.1888174187426,667,489.59531732918015,489.6790176738624,489.6675424158223,489.71937187036673,489.31787975175456
668,1218,490.4819957064535,668,493.6167738178895,495.4319918617649,493.6502545461496,494.1280377438568,494.38964648826817
669,680,498.9183092350144,669,494.6426474110147,493.0005122435052,493.476631990779,493.01795119742974,493.64157875190295
670,544,503.7779028391078,670,501.4547713180263,502.05693785644047,500.3471275858928,500.726658035386,500.436789150988
671,394,495.6403369485172,671,494.6397898464787,493.0807629667104,494.00560394133663,493.01795119742974,493.5846233429327
672,486,495.9793305420089,672,490.6724014169711,490.0143843309448,490.6317921182473,489.71937187036673,489.9687149318097
673,410,489.8256968338703,673,489.9374570878896,489.51600107006016,489.4656368866703,489.71937187036673,489.5787597859317
674,744,485.6745118671165,674,488.1025656280335,488.6416184864207,487.79943614977344,489.71937187036673,489.0067232121564
675,777,490.3570009912328,675,490.05040895961326,489.9774707085608,490.050919034987,489.71937187036673,489.73201852891054
676,440,487.917650701314,676,488.9135082008824,489.42391988525566,488.3840840080567,489.71937187036673,489.5787597859317
677,432,497.7190208818936,677,494.778650080248,495.4988496861892,494.0734760117948,495.1490258760933,494.0927582886343
678,1012,490.6996295968205,678,489.8914892691528,489.59391307771335,490.49010379468086,489.71937187036673,489.5760056698518
679,473,493.0507016697925,679,492.8968463417518,492.6134013584924,492.7900831446478,493.01795119742974,492.9418649836275
680,896,497.1380891301945,680,491.7306116593285,490.2001617802377,491.5400120655063,490.8529065750889,491.4614006732235
681,436,497.4698205715197,681,497.1356492269134,497.7389910279831,497.1122590626519,498.0533875145395,498.19290365587386
682,136,491.27492179734026,682,490.578759807028,490.2483262129434,491.0085741143807,490.8529065750889,490.05597841596807
683,714,496.0615847260665,683,494.32048427207206,494.2856682397942,494.7401590216163,494.1280377438568,494.3957318262464
684,699,490.83234685549337,684,490.17020666705633,489.56816108772,490.49010379468086,489.71937187036673,489.6553447505154
685,617,489.60726226189337,685,489.9883986219097,489.6916631125442,490.1710097403603,489.71937187036673,490.1137879625242
686,29,500.5208253286123,686,495.5614825876447,493.3232744944296,495.3300404243708,493.01795119742974,494.7077165024053
687,963,494.7721119829034,687,493.83288558278525,494.33816124256646,493.4560168509838,494.1280377438568,494.3231179055095
688,646,502.9297041038437,688,501.4804006922419,500.41985633439134,501.2404647203171,500.726658035386,500.88472695691206
689,465,493.6719707863706,689,495.42403443803886,497.7987934252345,494.2620190045604,498.0533875145395,495.705791631708
690,976,490.13529144885416,690,489.08560014468776,489.81128033167926,488.92483209851696,489.71937187036673,489.438254836889
691,1395,496.934520064953,691,494.869511631866,494.63734142830697,493.9908413773969,495.1490258760933,495.0489353763928
692,1185,501.87285672288704,692,496.266274711766,494.1324959084289,495.41790891740703,495.1490258760933,495.5361163379158
693,1158,491.42200709447474,693,492.4490122364578,494.8847904213772,492.9721172183589,494.1280377438568,494.436794765836
694,559,500.78585910229896,694,499.95400085453247,500.83879478478906,500.5308742710065,500.726658035386,499.8475973298846
695,448,492.1987152432368,695,492.7938265583959,494.1186203293223,493.61068484110575,494.1280377438568,494.28264716779466
696,623,490.7682306777664,696,490.6425576010911,490.3186820233021,490.0011901066925,489.71937187036673,490.05765720454445
697,640,494.1201003461243,697,491.5347602803039,490.95856057746295,491.08248166056273,489.71937187036673,490.1137879625242
698,495,484.295332473484,698,488.50385825639125,490.3963787829079,489.9681007603817,490.8529065750889,490.1137879625242
699,1397,492.37484352289,699,491.063459344307,489.70172089797353,490.2391488421427,489.71937187036673,489.9687149318097
700,763,486.84871178187,700,488.9208860675357,489.461216926851,489.2962144502853,489.71937187036673,489.4640553295693
701,103,503.2967639115741,701,499.5161319889122,497.86210824180176,499.6762604114239,498.0533875145395,499.5439598518579
702,964,485.2594419783527,702,488.7430856840581,489.7019482059656,489.6675424158223,489.71937187036673,489.5218362903416
703,1208,506.3821054657398,703,502.0775819748117,500.5109723971644,501.940441932345,500.726658035386,501.5019587555958
704,789,485.5041299169566,704,489.1722275721498,489.50008951437457,489.2962144502853,489.71937187036673,489.54311546155446
705,239,488.0648747438283,705,489.64772653154085,489.9979194685546,489.6448592072385,490.8529065750889,490.8905660746823
706,841,492.7764317285246,706,493.36252984190463,494.3820972172019,493.4560168509838,494.1280377438568,494.2978814880298
707,1353,486.0190928139396,707,489.1568540963167,490.645167450481,489.9555341705801,489.71937187036673,489.9019321876779
708,1202,486.7442073377388,708,489.96355729639214,490.8097586447252,490.7549720054945,490.8529065750889,490.8905660746823
709,1344,488.7774348741361,709,489.70810436046287,489.7039316632888,490.0363552903213,489.71937187036673,489.7591997171015
710,669,496.8318807992399,710,495.060394703754,494.1772527809927,494.5911241713976,494.1280377438568,494.47976125285095
711,1060,496.3653406840361,711,495.8242011972664,494.25225502814976,495.5361194885134,495.1490258760933,496.7251845135706
712,178,492.700649210181,712,490.3739170455143,489.9792540935037,489.5813864685056,489.71937187036673,489.9019321876779
713,802,493.516702710152,713,490.6989615239801,490.2198734839408,489.9037453283268,489.71937187036673,490.05765720454445
714,1226,486.3674404639344,714,491.3434166038624,492.4027270038719,491.7998841810364,490.8529065750889,491.21207340719735
715,1340,488.08554622330985,715,489.35787620040713,490.0266750763709,489.0114613922418,490.8529065750889,490.9796206658866
716,739,497.85994957795305,716,498.36349461058586,499.2691522233015,497.9708221265859,498.0533875145395,498.7585192095239
717,47,487.21191663134624,717,488.7473612940033,490.3381417165766,489.4027366414521,490.8529065750889,489.9863365196112
718,1131,488.2177766321243,718,492.1552092052913,493.98713391354,493.4560168509838,494.1280377438568,493.4978614479087
719,301,489.35654650912494,719,489.1913541319992,488.5350221479342,488.5421464670788,489.71937187036673,489.3325094483451
720,634,488.070761990804,720,489.1255441631226,489.7158689576144,490.2391488421427,489.71937187036673,489.6553447505154
721,913,487.1927057262482,721,489.3774657951558,490.2466388238056,490.0199735932117,489.71937187036673,489.9687149318097
722,1303,492.1460360890499,722,491.55985269201926,490.4374501197023,491.646770789077,490.8529065750889,490.8851483957618
723,481,493.2577054445367,723,494.5635837962513,495.114103281554,494.5911241713976,494.1280377438568,494.5404359606289
724,713,499.4081094450832,724,491.2602619892699,490.33143802729614,491.8113290552465,490.8529065750889,491.9828266429952
725,622,490.9955475644777,725,490.6094007055359,490.8804156536693,490.5412516009164,490.8529065750889,490.910570626793
726,845,491.9835784247024,726,490.8583828332216,490.1711467314906,490.5332755803236,489.71937187036673,489.9019321876779
727,592,487.1517820666628,727,489.2613313950494,490.10725986003786,489.76918094933256,489.71937187036673,489.7762897065912
728,1128,496.09011072636457,728,498.4101609093961,499.2259537930276,498.69406324544974,498.0533875145395,499.7312591693348
729,251,501.6381964625534,729,499.1338811551783,497.37940765662137,498.267487174204,498.0533875145395,498.48193900129775
730,1135,495.0598094717284,730,491.77558668518753,490.53803627599535,491.7555867039721,490.8529065750889,490.4042039147072
731,666,499.6360260644223,731,499.4232454061481,500.1685513211897,499.0635490378684,500.726658035386,499.8351143507308
732,790,484.1493943892674,732,488.9174174938059,489.58335180164426,489.4011850168188,489.71937187036673,489.6001475345136
733,870,504.1819666295851,733,497.325293387977,497.2425720512163,497.6087640981651,495.1490258760933,498.5980441268149
734,1175,484.36226512704616,734,488.6557581130848,489.5227612704074,489.2962144502853,489.71937187036673,489.4640553295693
735,235,492.5369406382818,735,490.5667208468798,490.06259851031496,489.5418717494306,489.71937187036673,489.9019321876779
736,1196,491.1544647365242,736,490.3088399921684,489.5176002835869,489.42119687724,489.71937187036673,489.6355797407497
737,41,489.4612900361876,737,489.6321210227651,489.8473149836714,489.7552891837418,489.71937187036673,490.05597841596807
738,1190,484.3659986182472,738,488.3655043617413,490.1834549519659,488.51668473356256,489.71937187036673,489.5218362903416
739,551,481.8551964146841,739,487.3417135673257,489.0720069644205,487.8865486863936,489.71937187036673,487.9291687574631
740,898,496.9679953728466,740,493.7801792254055,494.15935015550497,492.9721172183589,494.1280377438568,494.3231179055095
741,1189,488.1843989980992,741,489.3356998770564,490.431584759804,490.32835093858057,489.71937187036673,489.7025812281281
742,1257,489.2289025676721,742,489.7490143651797,489.7580470885073,489.6675424158223,489.71937187036673,489.5760056698518
743,137,500.9231040210753,743,497.7937019821906,497.8371485911,497.43150972424223,498.0533875145395,498.91091359751647
744,21,483.5100717643045,744,488.85092899862633,490.1813704463504,489.5644795244697,490.8529065750889,489.73201852891054
745,953,492.39979460709145,745,490.9603322551055,490.8077261376526,490.7549720054945,490.8529065750889,490.8851483957618
746,887,492.6078602913129,746,490.33887769433625,489.328231812542,490.1744372861117,489.71937187036673,489.6332081618688
747,309,488.6348489439847,747,489.5530820054676,490.04759571129375,489.5359418598477,489.71937187036673,489.7038710453105
748,253,507.25217002907857,748,500.0667114335149,497.7615835308227,501.5300032481933,498.0533875145395,501.3765001148574
749,329,496.1594142672734,749,498.94233122713007,499.8996670381969,500.145913538356,500.726658035386,499.8533240329099
750,171,488.2107068311348,750,495.02300407372223,497.5990169148912,495.61843774165976,498.0533875145395,494.64359651630303
751,282,493.7349218873058,751,491.7080070848596,490.1757775419336,491.0133166765112,490.8529065750889,490.7669667052341
752,475,502.76786283506107,752,500.78146587985447,499.2711982666504,500.9275089597384,500.726658035386,500.5728581864663
753,423,491.6916042002385,753,490.6756711101618,490.1461533044187,490.0001626790186,490.8529065750889,490.7682884974639
754,327,491.16172288782826,754,490.7898920217143,490.4641448326944,491.0102427232165,490.8529065750889,490.9796206658866
755,1048,498.9929360011641,755,495.54288502151815,493.1050108262833,495.3149750492922,493.01795119742974,494.17071030162987
756,681,486.74895385827466,756,488.7742975094084,489.9089543335031,488.63502399313467,489.71937187036673,489.7025812281281
757,1307,490.5978308989023,757,489.83470951864615,490.1863716520678,489.9094729700575,489.71937187036673,489.7551206418717
758,1035,490.5571867514106,758,490.5540241118195,490.2238952931072,492.0127680416128,490.8529065750889,491.20640616682186
759,128,494.4010853310196,759,490.56325455525615,489.679543282001,489.9172683340011,489.71937187036673,490.05765720454445
760,110,499.8759236079245,760,499.7412267358804,499.7909303926087,500.663171938963,500.726658035386,500.745233061912
761,351,489.74639034844,761,489.87975600744,490.1623816805957,490.3239947619523,490.8529065750889,490.22169349230217
762,501,488.8196300611301,762,489.130338075888,488.5130771039796,488.5421464670788,489.71937187036673,489.4640553295693
763,218,490.228435476974,763,489.9571843957101,490.8209459695421,490.4988441087394,489.71937187036673,489.9687149318097
764,1212,499.01855708876536,764,495.1723572519842,495.2131180834264,496.1408993068935,494.1280377438568,494.7879226613884
765,491,503.87205522277617,765,499.633492266086,497.7134442818431,500.6945665101336,498.0533875145395,500.6902160813592
766,197,504.72737106057406,766,500.95104308223216,499.3484613201319,500.34903386471336,500.726658035386,500.16646274363376
767,485,488.5223201708836,767,489.7549769284777,490.48285991093286,489.8931124324924,490.8529065750889,490.1257514639031
768,469,490.2629664486203,768,489.9553441181156,489.9449911772397,490.07806069228087,489.71937187036673,489.9687149318097
769,697,501.5126915253174,769,497.56308884365177,495.4800030325581,497.10704090934576,495.1490258760933,499.1037072154877
770,840,488.2241397157936,770,488.78132283309657,490.1451090590623,488.8390673137216,489.71937187036673,489.43986586483913
771,779,493.1624776862652,771,491.1045037436606,490.1280817191732,490.2441612531579,489.71937187036673,489.89742803836657
772,633,489.74432681510166,772,490.00847910599634,489.6272665108711,490.2398215843829,489.71937187036673,489.9863365196112
773,305,493.3438454033552,773,495.3309799888983,497.5349926248236,494.8306201346038,498.0533875145395,495.6530131122752
774,1067,501.3640823185415,774,500.5303653398212,499.9158258281344,499.842768732273,500.726658035386,500.436789150988
